Tensegrity Inverse Kinematics Results
Parameters:
Dimensionality, Timestamp, Nodes, Cables, Bars, Computation Method
2, 06-Dec-2018_14-39-43, 8, 4, 6, rigid body
Inputs: row = timestep and col = cable no.
0.0091545,0.28432,0.81579,0.17442
0.009158,0.2842,0.81611,0.17478
0.0091615,0.28409,0.81643,0.17514
0.0091649,0.28398,0.81675,0.1755
0.0091684,0.28386,0.81707,0.17587
0.0091719,0.28375,0.8174,0.17623
0.0091754,0.28364,0.81772,0.17659
0.0091789,0.28352,0.81804,0.17696
0.0091824,0.28341,0.81837,0.17732
0.0091859,0.2833,0.81869,0.17769
0.0091893,0.28318,0.81902,0.17806
0.0091928,0.28307,0.81934,0.17843
0.0091963,0.28296,0.81967,0.17879
0.0091998,0.28284,0.82,0.17916
0.0092033,0.28273,0.82032,0.17953
0.0092067,0.28262,0.82065,0.1799
0.0092102,0.2825,0.82098,0.18027
0.0092137,0.28239,0.8213,0.18064
0.0092172,0.28227,0.82163,0.18101
0.0092207,0.28216,0.82196,0.18139
0.0092241,0.28205,0.82229,0.18176
0.0092276,0.28193,0.82262,0.18213
0.0092311,0.28182,0.82295,0.18251
0.0092345,0.2817,0.82328,0.18288
0.009238,0.28159,0.82361,0.18326
0.0092415,0.28147,0.82394,0.18363
0.009245,0.28136,0.82427,0.18401
0.0092484,0.28125,0.82461,0.18439
0.0092519,0.28113,0.82494,0.18477
0.0092554,0.28102,0.82527,0.18515
0.0092588,0.2809,0.82561,0.18553
0.0092623,0.28079,0.82594,0.18591
0.0092657,0.28067,0.82628,0.18629
0.0092692,0.28056,0.82661,0.18667
0.0092727,0.28045,0.82695,0.18705
0.0092761,0.28033,0.82728,0.18743
0.0092796,0.28022,0.82762,0.18782
0.0092831,0.2801,0.82796,0.1882
0.0092865,0.27999,0.82829,0.18859
0.00929,0.27987,0.82863,0.18897
0.0092934,0.27976,0.82897,0.18936
0.0092969,0.27964,0.82931,0.18975
0.0093003,0.27953,0.82965,0.19013
0.0093038,0.27941,0.82999,0.19052
0.0093072,0.2793,0.83033,0.19091
0.0093107,0.27918,0.83067,0.1913
0.0093142,0.27907,0.83101,0.19169
0.0093176,0.27895,0.83135,0.19209
0.0093211,0.27884,0.8317,0.19248
0.0093245,0.27872,0.83204,0.19287
0.0093279,0.27861,0.83238,0.19326
0.0093314,0.27849,0.83273,0.19366
0.0093348,0.27838,0.83307,0.19405
0.0093383,0.27826,0.83342,0.19445
0.0093417,0.27815,0.83376,0.19485
0.0093452,0.27803,0.83411,0.19525
0.0093486,0.27792,0.83446,0.19564
0.0093521,0.2778,0.8348,0.19604
0.0093555,0.27769,0.83515,0.19644
0.0093589,0.27757,0.8355,0.19684
0.0093624,0.27745,0.83585,0.19725
0.0093658,0.27734,0.8362,0.19765
0.0093693,0.27722,0.83655,0.19805
0.0093727,0.27711,0.8369,0.19845
0.0093761,0.27699,0.83725,0.19886
0.0093796,0.27688,0.8376,0.19927
0.009383,0.27676,0.83796,0.19967
0.0093864,0.27665,0.83831,0.20008
0.0093899,0.27653,0.83866,0.20049
0.0093933,0.27642,0.83902,0.2009
0.0093967,0.2763,0.83937,0.20131
0.0094002,0.27618,0.83973,0.20172
0.0094036,0.27607,0.84009,0.20213
0.009407,0.27595,0.84044,0.20254
0.0094104,0.27584,0.8408,0.20295
0.0094139,0.27572,0.84116,0.20337
0.0094173,0.27561,0.84152,0.20378
0.0094207,0.27549,0.84188,0.2042
0.0094241,0.27538,0.84224,0.20461
0.0094276,0.27526,0.8426,0.20503
0.009431,0.27514,0.84296,0.20545
0.0094344,0.27503,0.84332,0.20587
0.0094378,0.27491,0.84368,0.20629
0.0094412,0.2748,0.84405,0.20671
0.0094447,0.27468,0.84441,0.20713
0.0094481,0.27457,0.84478,0.20755
0.0094515,0.27445,0.84514,0.20798
0.0094549,0.27433,0.84551,0.2084
0.0094583,0.27422,0.84588,0.20883
0.0094617,0.2741,0.84624,0.20925
0.0094652,0.27399,0.84661,0.20968
0.0094686,0.27387,0.84698,0.21011
0.009472,0.27376,0.84735,0.21054
0.0094754,0.27364,0.84772,0.21097
0.0094788,0.27352,0.84809,0.2114
0.0094822,0.27341,0.84846,0.21183
0.0094856,0.27329,0.84884,0.21226
0.009489,0.27318,0.84921,0.2127
0.0094924,0.27306,0.84958,0.21313
0.0094958,0.27295,0.84996,0.21357
0.0094992,0.27283,0.85033,0.21401
0.0095026,0.27272,0.85071,0.21444
0.009506,0.2726,0.85109,0.21488
0.0095094,0.27248,0.85146,0.21532
0.0095128,0.27237,0.85184,0.21576
0.0095162,0.27225,0.85222,0.2162
0.0095196,0.27214,0.8526,0.21665
0.009523,0.27202,0.85298,0.21709
0.0095264,0.27191,0.85336,0.21754
0.0095298,0.27179,0.85375,0.21798
0.0095332,0.27168,0.85413,0.21843
0.0095366,0.27156,0.85451,0.21888
0.00954,0.27144,0.8549,0.21933
0.0095434,0.27133,0.85528,0.21978
0.0095468,0.27121,0.85567,0.22023
0.0095502,0.2711,0.85606,0.22068
0.0095536,0.27098,0.85644,0.22113
0.009557,0.27087,0.85683,0.22159
0.0095603,0.27075,0.85722,0.22204
0.0095637,0.27064,0.85761,0.2225
0.0095671,0.27052,0.858,0.22295
0.0095705,0.27041,0.8584,0.22341
0.0095739,0.27029,0.85879,0.22387
0.0095773,0.27018,0.85918,0.22433
0.0095806,0.27006,0.85958,0.22479
0.009584,0.26995,0.85997,0.22526
0.0095874,0.26983,0.86037,0.22572
0.0095908,0.26972,0.86077,0.22619
0.0095942,0.2696,0.86117,0.22665
0.0095975,0.26949,0.86157,0.22712
0.0096009,0.26937,0.86197,0.22759
0.0096043,0.26926,0.86237,0.22806
0.0096077,0.26914,0.86277,0.22853
0.009611,0.26903,0.86317,0.229
0.0096144,0.26891,0.86357,0.22947
0.0096178,0.2688,0.86398,0.22995
0.0096212,0.26868,0.86438,0.23042
0.0096245,0.26857,0.86479,0.2309
0.0096279,0.26845,0.8652,0.23138
0.0096313,0.26834,0.86561,0.23186
0.0096346,0.26822,0.86602,0.23234
0.009638,0.26811,0.86643,0.23282
0.0096414,0.26799,0.86684,0.2333
0.0096447,0.26788,0.86725,0.23378
0.0096481,0.26777,0.86766,0.23427
0.0096515,0.26765,0.86808,0.23476
0.0096548,0.26754,0.86849,0.23524
0.0096582,0.26742,0.86891,0.23573
0.0096615,0.26731,0.86932,0.23622
0.0096649,0.2672,0.86974,0.23671
0.0096683,0.26708,0.87016,0.2372
0.0096716,0.26697,0.87058,0.2377
0.009675,0.26685,0.871,0.23819
0.0096783,0.26674,0.87143,0.23869
0.0096817,0.26663,0.87185,0.23919
0.009685,0.26651,0.87227,0.23969
0.0096884,0.2664,0.8727,0.24019
0.0096917,0.26628,0.87312,0.24069
0.0096951,0.26617,0.87355,0.24119
0.0096984,0.26606,0.87398,0.24169
0.0097018,0.26594,0.87441,0.2422
0.0097051,0.26583,0.87484,0.24271
0.0097085,0.26572,0.87527,0.24321
0.0097118,0.2656,0.87571,0.24372
0.0097152,0.26549,0.87614,0.24424
0.0097185,0.26538,0.87657,0.24475
0.0097219,0.26526,0.87701,0.24526
0.0097252,0.26515,0.87745,0.24578
0.0097285,0.26504,0.87789,0.24629
0.0097319,0.26493,0.87833,0.24681
0.0097352,0.26481,0.87877,0.24733
0.0097386,0.2647,0.87921,0.24785
0.0097419,0.26459,0.87965,0.24837
0.0097452,0.26448,0.8801,0.2489
0.0097486,0.26436,0.88054,0.24942
0.0097519,0.26425,0.88099,0.24995
0.0097552,0.26414,0.88144,0.25047
0.0097586,0.26403,0.88188,0.251
0.0097619,0.26391,0.88233,0.25153
0.0097652,0.2638,0.88279,0.25207
0.0097686,0.26369,0.88324,0.2526
0.0097719,0.26358,0.88369,0.25313
0.0097752,0.26347,0.88415,0.25367
0.0097785,0.26335,0.8846,0.25421
0.0097819,0.26324,0.88506,0.25475
0.0097852,0.26313,0.88552,0.25529
0.0097885,0.26302,0.88598,0.25583
0.0097918,0.26291,0.88644,0.25638
0.0097952,0.2628,0.8869,0.25692
0.0097985,0.26269,0.88737,0.25747
0.0098018,0.26258,0.88783,0.25802
0.0098051,0.26246,0.8883,0.25857
0.0098084,0.26235,0.88877,0.25912
0.0098118,0.26224,0.88923,0.25967
0.0098151,0.26213,0.88971,0.26023
0.0098184,0.26202,0.89018,0.26079
0.0098217,0.26191,0.89065,0.26134
0.009825,0.2618,0.89112,0.2619
0.0098283,0.26169,0.8916,0.26247
0.0098316,0.26158,0.89208,0.26303
0.009835,0.26147,0.89256,0.26359
0.0098383,0.26136,0.89304,0.26416
0.0098416,0.26125,0.89352,0.26473
0.0098449,0.26114,0.894,0.2653
0.0098482,0.26103,0.89448,0.26587
0.0098515,0.26092,0.89497,0.26644
0.0098548,0.26081,0.89546,0.26702
0.0098581,0.26071,0.89594,0.26759
0.0098614,0.2606,0.89643,0.26817
0.0098647,0.26049,0.89693,0.26875
0.009868,0.26038,0.89742,0.26933
0.0098713,0.26027,0.89791,0.26992
0.0098746,0.26016,0.89841,0.2705
0.0098779,0.26005,0.8989,0.27109
0.0098812,0.25994,0.8994,0.27168
0.0098845,0.25984,0.8999,0.27227
0.0098878,0.25973,0.90041,0.27286
0.0098911,0.25962,0.90091,0.27346
0.0098944,0.25951,0.90141,0.27405
0.0098977,0.25941,0.90192,0.27465
0.009901,0.2593,0.90243,0.27525
0.0099043,0.25919,0.90294,0.27585
0.0099076,0.25908,0.90345,0.27646
0.0099108,0.25898,0.90396,0.27706
0.0099141,0.25887,0.90447,0.27767
0.0099174,0.25876,0.90499,0.27828
0.0099207,0.25866,0.90551,0.27889
0.009924,0.25855,0.90603,0.2795
0.0099273,0.25844,0.90655,0.28012
0.0099306,0.25834,0.90707,0.28073
0.0099338,0.25823,0.90759,0.28135
0.0099371,0.25813,0.90812,0.28197
0.0099404,0.25802,0.90865,0.2826
0.0099437,0.25792,0.90917,0.28322
0.009947,0.25781,0.90971,0.28385
0.0099502,0.2577,0.91024,0.28448
0.0099535,0.2576,0.91077,0.28511
0.0099568,0.2575,0.91131,0.28574
0.0099601,0.25739,0.91184,0.28637
0.0099633,0.25729,0.91238,0.28701
0.0099666,0.25718,0.91293,0.28765
0.0099699,0.25708,0.91347,0.28829
0.0099731,0.25697,0.91401,0.28893
0.0099764,0.25687,0.91456,0.28958
0.0099797,0.25677,0.91511,0.29023
0.009983,0.25666,0.91566,0.29087
0.0099862,0.25656,0.91621,0.29153
0.0099895,0.25646,0.91676,0.29218
0.0099928,0.25635,0.91732,0.29284
0.009996,0.25625,0.91788,0.29349
0.0099993,0.25615,0.91843,0.29415
0.010003,0.25605,0.919,0.29482
0.010006,0.25594,0.91956,0.29548
0.010009,0.25584,0.92012,0.29615
0.010012,0.25574,0.92069,0.29682
0.010016,0.25564,0.92126,0.29749
